2197,14,Conspired to hijack a plane,Waltham Forest
2198,49,Raped an employee,Hammersmith and Fulham
2199,5,Robbed a civilian,Islington
2200,37,Caught in possession of medical marijuana without doctors prescription,Merton
2201,33,Used health insurance funds for fraudulent purposes,Greenwich
2202,60,Caught practicing a ponzi scheme,Westminster
2203,58,Caught involved in Credit card scam,Bromley
2204,54,Guilty of soliciting a kidnapping,Ealing
2205,37,Caught in possession of medical marijuana without doctors prescription,Croydon
2206,55,Caught stalking a woman,Hillingdon
2207,57,Caught for hiding interest in offshore accounts,Kingston upon Thames
2208,26,Forged degree certificates,Redbridge
2209,21,Caught cultivating marijuana indoors,Barnet
2210,45,Caught practicing prostitution on 1st street,Harrow
2211,14,Conspired to hijack a plane,Merton
2212,50,Robbed a house,Camden
2213,54,Guilty of soliciting a kidnapping,Lewisham
2214,57,Caught for underreporting income,Harrow
2215,13,Stole companys private information,Havering
2216,61,Caught manipulating employees of a company to transfer money to a bank account,Greenwich
2217,48,Caught acting as a loan shark and extorting locals,Hillingdon
2218,36,Shot a woman dead,Kensington and Chelsea
2219,18,Caught in a drunk state,Barking and Dagenham
2220,10,Abandoned child in the mall,Redbridge
2221,57,Caught for hiding interest in offshore accounts,Kingston upon Thames
2222,23,Caught driving a motor bike while drunk,City of London
2223,19,Played loud music after 11pm,Hammersmith and Fulham
2224,38,Caught drinking under age,Ealing
2225,1,Aided a fugitive,Enfield
2226,6,Had set fire to the building,Hounslow
2227,8,Attempted to rob a store,Merton
2228,52,Sexually assaulted a co-worker,Bromley
2229,55,Caught stalking ex-boyfriend,Croydon
2230,13,Stole companys private information,Hackney
2231,21,Caught manufacturing large quantities of methamphetamine,Kingston upon Thames
2232,48,Caught acting as a loan shark and extorting locals,Havering
2233,53,Caught shoplifting on 1st street,Enfield
2234,23,Caught driving a car under the influence of alcohol,Richmond upon Thames
2235,55,Caught stalking ex-boyfriend,Brent
2236,45,Caught practicing prostitution on 1st street,Tower Hamlets
2237,57,Caught for inflating deductions/expenses,Camden
2238,48,Caught acting as a loan shark and extorting locals,Islington
2239,43,Committed perjury while under oath,Bexley
2240,12,Found with collection of child pornography,Kingston upon Thames
2241,26,Forged degree certificates,Wandsworth
2242,37,Caught selling medical merijuana without permit,Bromley
2243,34,Kidnapped a 5 year old child,Enfield
2244,50,Robbed a local shop,Lambeth
2245,41,Hit husband on the head with a candlestick after she found out about his affair,Barnet
2246,2,Assaulted a minor,Westminster
2247,61,Caught manipulating employees of a company to transfer money to a bank account,Hammersmith and Fulham
2248,26,Forged signature of authority,Hillingdon
2249,30,Committed consensual homicide,Enfield
2250,6,Had set fire to the vehicle,Bromley
2251,40,Assassinated a woman using a dagger41Commited murder of the second degree,Hounslow
2252,59,Caught damaging library books,Sutton
2253,1,Aided a fugitive,Waltham Forest
2254,5,Robbed a bank,Lambeth
2255,47,Caught trying to lure people into a pyramid scheme,Havering
2256,18,Caught urinating in public,Bexley
2257,20,Assaulted the spouse,Bromley
2258,7,Shot a person on the shoulder,Hammersmith and Fulham
2259,59,Caught painting on private owned walls,Barnet
2260,36,Shot a child dead,Southwark
2261,17,Found threatening a child online,Barnet
2262,25,Extorted money from a person under threat of exposure,Hammersmith and Fulham
2263,57,Caught for hiding interest in offshore accounts,Enfield
2264,28,Harassed a student,Kingston upon Thames
2265,26,Forged stamp papers,Richmond upon Thames
2266,38,Caught drinking under age,Waltham Forest
2267,40,Assassinated a woman using a dagger41Commited murder of the second degree,Hillingdon
2268,46,Caught drunk and causing disruption in a public park,Hammersmith and Fulham
2269,19,Played loud music after 11pm,Bromley
2270,26,Forged signature of authority,Harrow
2271,36,Shot a child dead,Hounslow
2272,45,Caught practicing prostitution on 1st street,Greenwich
2273,28,Harassed a student,Ealing
2274,5,Robbed a bank,Islington
2275,13,Stole companys private information,Barking and Dagenham
2276,17,Found harrasing a child online,Lewisham
2277,44,Violated terms of probation by leaving the city,Barnet
2278,54,Guilty of soliciting a murder,Sutton
2279,59,Caught defacing a monument,Barnet
2280,6,Had set fire to the building,Merton
2281,54,Guilty of soliciting a murder,Kingston upon Thames
2282,52,Sexually assaulted a co-worker,Kensington and Chelsea
2283,42,Caught with an open botle of alcohol in the park,Hammersmith and Fulham
2284,49,Raped a co-worker,Barnet
2285,46,Caught drunk and urinating on the street,Lewisham
2286,18,Caught engaing in a fight,Tower Hamlets
2287,60,Caught practicing a ponzi scheme,Croydon
2288,13,Hacked into a company server,Sutton
2289,25,Blackmailed the employer for raise in wage,Wandsworth
2290,22,Caught selling marijuana on streets,Barnet
2291,41,Hit husband on the head with a candlestick after she found out about his affair,Haringey
2292,24,Caught stealing money from the workplace,Bexley
2293,42,Caught with an open bottle of alcohol in the car,Greenwich
2294,33,Used health insurance funds for fraudulent purposes,Lambeth
2295,13,Hacked into a website,Havering
2296,60,Caught bribing officials,Havering
2297,24,Caught stealing money from the workplace,Lambeth
2298,25,Blackmailed the employer for raise in wage,Hammersmith and Fulham
2299,56,Involved in unlawful sex with a minor,Ealing
2300,30,Committed vehicular homicide,Harrow
2301,54,Guilty of soliciting a kidnapping,Greenwich
2302,9,Caught bribing a politition,Hounslow
2303,51,Bought shares under a fictitious names,Enfield
2304,32,Caught impersonating another student in the exam hall,Harrow
2305,39,Caught laundering illegal drug money,Haringey
2306,60,Caught bribing officials,Hillingdon
2307,52,Sexually assaulted an employee,Havering
2308,36,Shot a child dead,Hammersmith and Fulham
2309,37,Caught selling medical merijuana without permit,Kensington and Chelsea
2310,11,Beat 10 year old son,Hammersmith and Fulham
2311,53,Caught shoplifting on 1st street,Islington
2312,1,Aided a fugitive,Barking and Dagenham
2313,18,Caught loitering the streets,Havering
2314,5,Robbed a store,Ealing
2315,55,Caught stalking a woman,Richmond upon Thames
2316,11,Beat 10 year old son,Kensington and Chelsea
2317,45,Caught practicing prostitution on 11th street,Islington
2318,16,Failed to appear in front of the court,Kingston upon Thames
2319,11,Beat 10 year old son,Camden
2320,49,Raped a co-worker,Richmond upon Thames
2321,42,Caught with an open bottle of alcohol in the car,Redbridge
2322,24,Caught stealing money from the workplace,Redbridge
2323,48,Caught acting as a loan shark and extorting locals,Greenwich
2324,2,Assaulted a police officer,Richmond upon Thames
2325,51,Bought shares under a fictitious names,Greenwich
2326,9,Caught accepting bribe from a person,Westminster
2327,25,Extorted money from a person under threat of exposure,Merton
2328,5,Robbed a civilian,Ealing
2329,1,Aided a runaway,Richmond upon Thames
2330,11,Beat 13 year old daughter,Harrow
2331,1,Aided a runaway,Lewisham
2332,31,Caught streaking in the stadium,Richmond upon Thames
2333,60,Caught laundering money,Ealing
2334,27,Used trust funds for fraudulent purposes,Barnet
2335,8,Attempted to rob a bank,Enfield
2336,46,Caught drunk and causing disruption in a public park,Southwark
2337,6,Had set fire to the building,Southwark
2338,22,Caught selling methamphetamine,Kingston upon Thames
2339,5,Robbed a house,Barnet
2340,43,Committed perjury while under oath,Barnet
2341,45,Caught practicing prostitution on 11th street,Hillingdon
2342,5,Robbed a bank,Wandsworth
2343,47,Caught trying to lure people into a pyramid scheme,Waltham Forest
2344,7,Shot a person on the shoulder,Kensington and Chelsea
2345,6,Had set fire to the house,Hillingdon
2346,42,Caught with an open bottle of alcohol in the car,Newham
2347,57,Caught for inflating deductions/expenses,Kensington and Chelsea
2348,56,Involved in unlawful sex with a minor,Kensington and Chelsea
2349,45,Caught practicing prostitution on 11th street,Hammersmith and Fulham
2350,40,Assassinated a woman using a dagger41Commited murder of the second degree,Islington
2351,12,Found with collection of child pornography,City of London
2352,43,Committed perjury by confirming false information,Hounslow
2353,22,Caught selling heroin,Camden
2354,13,Hacked into a company server,Croydon
2355,60,Caught practicing a ponzi scheme,Haringey
2356,19,Started a brawl,Wandsworth
2357,43,Committed perjury while under oath,Wandsworth
2358,26,Forged signature of authority,Southwark
2359,17,Found harrasing a child online,Croydon
2360,14,Conspired to hijack a plane,Westminster
2361,27,Used trust funds for fraudulent purposes,Havering
2362,42,Caught with an open botle of alcohol in the park,Kingston upon Thames
2363,33,Used car insurance funds for fraudulent purposes,Newham
2364,53,Caught shoplifting on 3rd street,Greenwich
2365,25,Blackmailed the employer for raise in wage,Kingston upon Thames
2366,24,Caught stealing money from the employer,Havering
2367,7,Shot a person on the shoulder,Hillingdon
2368,1,Aided a fugitive,Harrow
2369,59,Caught defacing a monument,Wandsworth
2370,56,Involved in unlawful sex with a minor,Lewisham
2371,33,Used car insurance funds for fraudulent purposes,Greenwich
2372,53,Caught shoplifting on 3rd street,Islington
2373,18,Caught urinating in public,Kingston upon Thames
2374,3,Found possessing 1 kg cocaine,Merton
2375,16,Failed to appear in front of the court,Bromley
2376,48,Caught acting as a loan shark and extorting locals,Redbridge
2377,58,Caught involved in a lottery scam,Brent
2378,53,Caught shoplifting on 1st street,Hounslow
2379,20,Engaged in a abusive behaviour against the spouse,Haringey
2380,36,Shot a child dead,Hammersmith and Fulham
2381,18,Caught in a drunk state,Lambeth
2382,44,Violated terms of probation by leaving the city,Islington
2383,3,Found possessing 1 kg cocaine,Havering
2384,23,Caught driving a car under the influence of alcohol,City of London
2385,19,Started a brawl,Lambeth
2386,48,Caught laundering money for an organization,Hillingdon
2387,18,Caught loitering the streets,Hackney
2388,6,Had set fire to the building,Richmond upon Thames
2389,39,Caught laundering illegal drug money,City of London
2390,31,Caught streaking in the park,Hillingdon
2391,28,Harassed a fellow employee,Barnet
2392,41,Hit husband on the head with a candlestick after she found out about his affair,Hillingdon
2393,2,Assaulted a politition,Kingston upon Thames
2394,1,Aided a runaway,Barnet
2395,24,Caught stealing money from the employer,Hounslow
2396,35,Accidentally shot a man,Islington
2397,20,Assaulted the spouse,Enfield
2398,56,Sexually assaulted a minor,Bexley
2399,16,Indecent behaviour in the court,Croydon
2400,25,Blackmailed the employer for raise in wage,Bexley
2401,52,Sexually assaulted an employee,Sutton
2402,1,Aided a murderer,Hackney
2403,29,Committed hate crimes against another race,Camden
2404,48,Caught laundering money for an organization,Lewisham
2405,18,Caught urinating in public,Waltham Forest
2406,2,Assaulted a police officer,Enfield
2407,8,Attempted to rob a store,Hillingdon
2408,5,Robbed a store,Barnet
2409,27,Used trust funds for fraudulent purposes,Islington
2410,33,Used car insurance funds for fraudulent purposes,Kensington and Chelsea
2411,3,Found cultitvating drugs,Lambeth
2412,30,Committed vehicular homicide,City of London
2413,48,Caught laundering money for an organization,Haringey
2414,13,Corrupted the data files of a company,Brent
2415,29,Committed hate crimes against religion,City of London
2416,52,Sexually assaulted a co-worker,Lewisham
2417,41,Hit husband on the head with a candlestick after she found out about his affair,Merton
2418,7,Stabbed a person,Havering
2419,6,Had set fire to a cinema,Havering
2420,31,Caught streaking in the park,Hounslow
2421,25,Extorted money from a person under threat of exposure,Southwark
2422,18,Caught loitering the streets,Kensington and Chelsea
2423,21,Caught manufacturing large quantities of cocaine,Bromley
2424,40,Assassinated a man using a knife,Wandsworth
2425,22,Caught selling methamphetamine,Newham
2426,20,Assaulted the spouse,Hammersmith and Fulham
2427,12,Found selling/uploading child pornography,Havering
2428,17,Found abusing a child online,Newham
2429,10,Abandoned child on the road,Barking and Dagenham
2430,2,Assaulted a woman,Hammersmith and Fulham
2431,9,Caught accepting bribe from a person,Redbridge
2432,60,Caught bribing officials,Barnet
2433,17,Found abusing a child online,City of London
2434,49,Raped a minor,Southwark
2435,49,Raped a minor,Wandsworth
2436,13,Corrupted the data files of a company,Tower Hamlets
2437,32,Caught impersonating another person in a bank,Barking and Dagenham
2438,26,Forged stamp papers,Barnet
2439,10,Abandoned child on the road,Wandsworth
2440,7,Stabbed a person,Wandsworth
2441,16,Failed to comply with courts order,Greenwich
2442,59,Caught damaging library books,Westminster
2443,32,Caught impersonating another person in a bank,Hounslow
2444,6,Had set fire to the forest,Croydon
2445,61,Caught manipulating locals to transfer money to a bank account,Wandsworth
2446,3,Found possessing 1 kg cocaine,Croydon
2447,37,Caught selling medical merijuana without permit,Hillingdon
2448,38,Caught drinking under age,Brent
2449,14,Conspired to bomb a building,Barnet
2450,41,Hit husband on the head with a candlestick after she found out about his affair,Havering
2451,29,Committed hate crimes against another race,Hammersmith and Fulham
2452,25,Blackmailed the employer for raise in wage,Bexley
2453,47,Caught trying to lure people into a pyramid scheme,Lambeth
2454,19,Started a brawl,Hounslow
2455,41,Hit husband on the head with a candlestick after she found out about his affair,Croydon
2456,18,Caught urinating in public,Westminster
2457,45,Caught practicing prostitution on 11th street,Kensington and Chelsea
2458,58,Caught involved in Credit card scam,Hammersmith and Fulham
2459,42,Caught with an open bottle of alcohol in the car,Brent
2460,7,Hit a person on the head with a rod,Bexley
2461,59,Caught setting fire to a tree,Tower Hamlets
2462,5,Robbed a civilian,Hillingdon
2463,56,Involved in unlawful sex with a minor,Hackney
2464,1,Aided a criminal,Hackney
2465,26,Forged degree certificates,Merton
2466,22,Caught selling marijuana on streets,Newham
2467,59,Caught setting fire to a tree,Newham
2468,46,Caught drunk and causing disruption in a public park,Enfield
2469,43,Committed perjury while under oath,Haringey
2470,3,Found trafficing 1 kg cocaine,Hounslow
2471,8,Attempted to rob a store,Barking and Dagenham
2472,29,Committed hate crimes against another race,Southwark
2473,58,Caught involved in a lottery scam,Haringey
2474,22,Caught selling heroin,Tower Hamlets
2475,3,Found cultitvating drugs,Bexley
2476,17,Found threatening a child online,Sutton
2477,58,Caught involved in a lottery scam,Hounslow
2478,12,Found selling/uploading child pornography,Lambeth
2479,24,Caught stealing money from the workplace,Hillingdon
2480,6,Had set fire to the building,Hounslow
2481,48,Caught extorting money from shops in 3rd avenue,Enfield
2482,2,Assaulted a politition,Croydon
2483,25,Blackmailed the employer for raise in wage,Hammersmith and Fulham
2484,49,Raped a co-worker,Tower Hamlets
2485,9,Caught accepting bribe from a person,Islington
2486,32,Caught impersonating another person in a bank,Barking and Dagenham
2487,24,Caught stealing money from the employer,Merton
2488,59,Caught damaging library books,Brent
2489,36,Stabbed a man dead,Lambeth
2490,20,Abandoned the parents,Croydon
2491,44,Violated terms of probation by leaving the city,Harrow
2492,48,Caught acting as a loan shark and extorting locals,Newham
2493,40,Assassinated a woman using a dagger41Commited murder of the second degree,Barnet
2494,36,Stabbed a man dead,Redbridge
2495,41,Pushed a man down the stairs after argument,Camden
2496,61,Caught manipulating locals to transfer money to a bank account,Wandsworth
2497,21,Caught cultivating marijuana indoors,Hackney
2498,47,Caught trying to lure students into a pyramid scheme,Camden
2499,44,Violated terms of probation by leaving the city,Greenwich
2500,43,Committed perjury while under oath,Bromley
2501,42,Caught with an open botle of alcohol in the park,Hillingdon
2502,59,Caught painting on private owned walls,Barnet
2503,20,Assaulted the spouse,Lambeth
2504,2,Assaulted a politition,Greenwich
2505,59,Caught setting fire to a tree,Hammersmith and Fulham
2506,4,Broke into a store and stole valuables,Bromley
2507,50,Robbed a house,Richmond upon Thames
2508,6,Had set fire to the vehicle,Redbridge
2509,20,Assaulted the spouse,Croydon
2510,49,Raped a co-worker,Haringey
2511,18,Caught loitering the streets,Westminster
2512,16,Failed to comply with courts order,Lewisham
2513,61,Caught manipulating locals to transfer money to a bank account,Hackney
2514,2,Assaulted a police officer,Westminster
2515,43,Committed perjury while under oath,Camden
2516,40,Assassinated a woman using a dagger41Commited murder of the second degree,Greenwich
2517,50,Robbed a house,Harrow
2518,58,Caught involved in a lottery scam,Bromley
2519,55,Caught stalking ex-girlfriend,Brent
2520,36,Stabbed a man dead,Camden
2521,40,Assassinated a man using a knife,Sutton
2522,16,Failed to appear in front of the court,Hackney
2523,34,Kidnapped a 3 year old child,Ealing
2524,43,Committed perjury by confirming false information,Redbridge
2525,6,Had set fire to the forest,Brent
2526,6,Had set fire to a cinema,Richmond upon Thames
2527,48,Caught extorting money from shops in 3rd avenue,Brent
2528,8,Attempted to rob a bank,Sutton
2529,2,Assaulted a woman,Lewisham
2530,8,Attempted to rob a store,Enfield
2531,42,Caught with an open bottle of alcohol in the car,Kingston upon Thames
2532,5,Robbed a bank,Lewisham
2533,37,Caught selling medical merijuana without permit,Lambeth
2534,47,Caught trying to lure students into a pyramid scheme,Sutton
2535,18,Caught engaing in a fight,Westminster
2536,10,Abandoned child in the mall,Bromley
2537,4,Broke into a house and stole valuables,Lewisham
2538,55,Caught stalking a woman,City of London
2539,45,Caught practicing prostitution on 1st street,Redbridge
2540,9,Caught bribing a police officer,Barnet
2541,21,Caught cultivating marijuana indoors,Greenwich
2542,24,Caught stealing money from the workplace,Wandsworth
2543,13,Hacked into a website,Kingston upon Thames
2544,55,Caught stalking ex-boyfriend,Greenwich
2545,55,Caught stalking ex-girlfriend,Enfield
2546,49,Raped a co-worker,Lambeth
2547,9,Caught bribing a politition,Harrow
2548,17,Found abusing a child online,Hammersmith and Fulham
2549,2,Assaulted a minor,Brent
2550,56,Involved in unlawful sex with a minor,Hillingdon
2551,33,Used health insurance funds for fraudulent purposes,Kensington and Chelsea
2552,37,Caught selling medical merijuana without permit,Havering
2553,2,Assaulted a politition,Barnet
2554,51,Bought shares under a fictitious names,Redbridge
2555,10,Abandoned child on the road,Islington
2556,11,Beat 10 year old son,Barnet
2557,59,Caught defacing a monument,Kensington and Chelsea
2558,17,Found abusing a child online,Hammersmith and Fulham
2559,33,Used car insurance funds for fraudulent purposes,Ealing
2560,30,Committed consensual homicide,Ealing
2561,6,Had set fire to the building,Wandsworth
2562,9,Caught bribing a politition,Bromley
2563,18,Caught engaing in a fight,Waltham Forest
2564,22,Caught selling marijuana on streets,Southwark
2565,3,Found possessing 1 kg cocaine,Richmond upon Thames
2566,60,Caught practicing a ponzi scheme,Bexley
2567,38,Caught in possession of alcohol under age,Lambeth
2568,13,Corrupted the data files of a company,City of London
2569,50,Robbed a house,Lewisham
2570,31,Caught streaking in the park,Kingston upon Thames
2571,5,Robbed a house,Waltham Forest
2572,20,Financially exploited the elderly,Hillingdon
2573,47,Caught trying to lure people into a pyramid scheme,Barking and Dagenham
2574,26,Forged stamp papers,Lambeth
2575,16,Failed to comply with courts order,Camden
2576,35,Accidentally shot a man,Merton
2577,7,Stabbed a person,Kingston upon Thames
2578,50,Robbed a local shop,Brent
2579,31,Caught streaking in the stadium,Bromley
2580,14,Conspired to hijack a plane,Camden
2581,17,Found abusing a child online,Haringey
2582,18,Caught engaing in a fight,Hillingdon
2583,6,Had set fire to the vehicle,Greenwich
2584,16,Indecent behaviour in the court,Ealing
2585,58,Caught involved in Credit card scam,Brent
2586,48,Caught acting as a loan shark and extorting locals,Greenwich
2587,10,Abandoned child in the mall,Camden
2588,7,Stabbed a person,Camden
2589,30,Committed consensual homicide,Hammersmith and Fulham
2590,25,Extorted money from a person under threat of exposure,Westminster
2591,29,Committed hate crimes against another race,Camden
2592,18,Caught engaing in a fight,Sutton
2593,40,Assassinated a man using a knife,Tower Hamlets
2594,51,Bought shares under a fictitious names,Southwark
2595,12,Found selling/uploading child pornography,City of London
2596,56,Involved in unlawful sex with a minor,Wandsworth
2597,14,Conspired to hijack a plane,Haringey
2598,11,Beat 13 year old daughter,Southwark
2599,3,Found cultitvating drugs,Lewisham
2600,13,Hacked into a company server,Barnet
2601,22,Caught selling marijuana on streets,Bexley
2602,5,Robbed a bank,Harrow
2603,14,Conspired to bomb a building,Redbridge
2604,6,Had set fire to a cinema,Redbridge
2605,39,Caught laundering illegal drug money,Lewisham
2606,35,Accidentally shot a relative,Lambeth
2607,30,Committed consensual homicide,Wandsworth
2608,57,Caught for hiding interest in offshore accounts,Bromley
2609,40,Assassinated a man using a knife,Hammersmith and Fulham
2610,26,Forged degree certificates,Camden
2611,43,Committed perjury while under oath,Bexley
2612,42,Caught with an open botle of alcohol in the park,Greenwich
2613,43,Committed perjury while under oath,Enfield
2614,48,Caught acting as a loan shark and extorting locals,Wandsworth
2615,26,Forged signature of authority,Merton
2616,59,Caught damaging library books,Hammersmith and Fulham
2617,2,Assaulted a police officer,Lambeth
2618,46,Caught drunk and urinating on the street,Greenwich
2619,23,Caught driving a car under the influence of alcohol,Islington
2620,53,Caught shoplifting on 1st street,Sutton
2621,52,Sexually assaulted a co-worker,Kensington and Chelsea
2622,30,Committed consensual homicide,Wandsworth
2623,6,Had set fire to a cinema,Hounslow
2624,2,Assaulted a woman,Barnet
2625,41,Hit husband on the head with a candlestick after she found out about his affair,Haringey
2626,55,Caught stalking ex-boyfriend,Tower Hamlets
2627,45,Caught practicing prostitution on 1st street,Camden
2628,59,Caught damaging library books,Havering
2629,8,Attempted to rob a bank,Hounslow
2630,10,Abandoned child in the mall,Brent
2631,26,Forged signature of authority,Redbridge
2632,7,Stabbed a person,Merton
2633,21,Caught manufacturing large quantities of cocaine,Haringey
2634,26,Forged degree certificates,Croydon
2635,58,Caught involved in a lottery scam,Kingston upon Thames
2636,12,Found with collection of child pornography,Redbridge
2637,38,Caught drinking under age,Sutton
2638,11,Beat 13 year old daughter,Hackney
2639,61,Caught manipulating locals to transfer money to a bank account,Havering
2640,16,Failed to appear in front of the court,Redbridge
2641,18,Caught urinating in public,Wandsworth
2642,52,Sexually assaulted an employee,Hackney
2643,14,Conspired to hijack a plane,Brent
2644,26,Forged stamp papers,Redbridge
2645,30,Committed consensual homicide,Redbridge
2646,58,Caught for gemstones fraud,Lewisham
2647,34,Kidnapped a 3 year old child,Islington
2648,32,Caught impersonating another person in a bank,Havering
2649,38,Caught in possession of alcohol under age,Havering
2650,9,Caught accepting bribe from a person,Hammersmith and Fulham
2651,36,Shot a child dead,Harrow
2652,44,Violated terms of proabtion by approaching victim/defendent,Merton
2653,35,Accidentally shot a relative,Bromley
2654,27,Committed fraud through online phishing,Newham
2655,37,Caught selling medical merijuana without permit,Lambeth
2656,26,Forged signature of authority,Brent
2657,57,Caught for inflating deductions/expenses,Bromley
2658,28,Harassed a student,Bexley
2659,17,Found threatening a child online,Greenwich
2660,28,Harassed a fellow employee,Harrow
2661,1,Aided a runaway,Tower Hamlets
2662,48,Caught acting as a loan shark and extorting locals,Barnet
2663,11,Beat 13 year old daughter,Havering
2664,25,Extorted money from a person under threat of exposure,Hammersmith and Fulham
2665,6,Had set fire to the building,Redbridge
2666,46,Caught drunk and causing disruption in a public park,Haringey
2667,19,Started a brawl,Ealing
2668,1,Aided a fugitive,Tower Hamlets
2669,29,Committed hate crimes against another race,Ealing
2670,31,Caught streaking in the park,Lambeth
2671,25,Blackmailed the employer for raise in wage,Enfield
2672,20,Engaged in a abusive behaviour against the spouse,Greenwich
2673,6,Had set fire to the forest,Hillingdon
2674,38,Caught drinking under age,Islington
2675,48,Caught laundering money for an organization,Barnet
2676,32,Caught impersonating another person in a bank,Ealing
2677,36,Shot a woman dead,Southwark
2678,31,Caught streaking in the stadium,Hammersmith and Fulham
2679,51,Bought shares under a fictitious names,Croydon
2680,59,Caught setting fire to a tree,Lambeth
2681,1,Aided a runaway,Haringey
2682,49,Raped an employee,Camden
2683,20,Assaulted the spouse,Hackney
2684,57,Caught for inflating deductions/expenses,Newham
2685,5,Robbed a house,Ealing
2686,39,Laundered black money,Kingston upon Thames
2687,46,Caught drunk and urinating on the street,Croydon
2688,4,Broke into a house and stole valuables,Tower Hamlets
2689,6,Had set fire to the house,Kingston upon Thames
2690,5,Robbed a store,Redbridge
2691,27,Committed fraud through online phishing,Waltham Forest
2692,37,Caught selling medical merijuana without permit,Kensington and Chelsea
2693,45,Caught practicing prostitution on 1st street,Richmond upon Thames
2694,8,Attempted to shoot a person,City of London
2695,14,Conspired to hijack a plane,Kingston upon Thames
2696,28,Harassed a student,Barnet
2697,28,Harassed a fellow employee,Brent
2698,17,Found humiliating a child online,Tower Hamlets
2699,25,Extorted money from a person under threat of exposure,Brent
2700,15,Stole money from other peoples credit card,Merton
2701,21,Caught manufacturing large quantities of cocaine,Havering
2702,45,Caught practicing prostitution on 11th street,Kensington and Chelsea
2703,5,Robbed a civilian,Barnet
2704,13,Hacked into a company server,Newham
2705,10,Abandoned child in the mall,Harrow
2706,51,Diverted funds from banks to stockbrokers,Hammersmith and Fulham
2707,8,Attempted to rob a bank,Newham
2708,5,Robbed a bank,Bexley
2709,27,Committed fraud through online phishing,Bexley
2710,43,Committed perjury while under oath,Waltham Forest
2711,39,Laundered black money,Barnet
2712,3,Found trafficing 1 kg cocaine,Havering
2713,38,Caught in possession of alcohol under age,Kingston upon Thames
2714,2,Assaulted a politition,Southwark
2715,2,Assaulted a police officer,Kingston upon Thames
2716,20,Abandoned the parents,Bexley
2717,54,Guilty of soliciting prostitution,Greenwich
2718,43,Committed perjury by confirming false information,Westminster
2719,39,Laundered black money,Wandsworth
2720,1,Aided a murderer,Bromley
2721,7,Hit a person on the head with a rod,Harrow
2722,21,Caught manufacturing large quantities of cocaine,Wandsworth
2723,2,Assaulted a minor,Wandsworth
2724,42,Caught with an open botle of alcohol in the park,Richmond upon Thames
2725,18,Caught loitering the streets,Lewisham
2726,2,Assaulted a minor,Newham
2727,57,Caught for inflating deductions/expenses,Hounslow
2728,31,Caught streaking in the stadium,Waltham Forest
2729,41,Hit husband on the head with a candlestick after she found out about his affair,Hackney
2730,8,Attempted to shoot a person,Merton
2731,2,Assaulted a police officer,Waltham Forest
2732,36,Shot a child dead,Southwark
2733,56,Sexually assaulted a minor,Redbridge
2734,9,Caught bribing a police officer,Bexley
2735,20,Financially exploited the elderly,Southwark
2736,44,Violated terms of proabtion by approaching victim/defendent,Harrow
2737,9,Caught bribing a police officer,Wandsworth
2738,26,Forged stamp papers,Harrow
2739,60,Caught practicing a ponzi scheme,Barnet
2740,19,Played loud music after 11pm,Ealing
2741,10,Abandoned child in the mall,Tower Hamlets
2742,33,Used health insurance funds for fraudulent purposes,City of London
2743,8,Attempted to rob a store,Havering
2744,16,Failed to comply with courts order,Newham
2745,14,Conspired to rob a bank,Havering
2746,1,Aided a murderer,Harrow
2747,42,Caught with an open bottle of alcohol in the car,Merton
2748,19,Started a brawl,Waltham Forest
2749,28,Harassed a fellow employee,Hounslow
2750,3,Found trafficing 1 kg cocaine,Waltham Forest
2751,21,Caught manufacturing large quantities of cocaine,Croydon
2752,8,Attempted to rob a bank,Barnet
2753,20,Assaulted the spouse,Barking and Dagenham
2754,19,Started a brawl,Bromley
2755,58,Caught for gemstones fraud,Hillingdon
2756,48,Caught extorting money from shops in 3rd avenue,Merton
2757,12,Found selling/uploading child pornography,Hillingdon
2758,15,Stole money from other peoples credit card,Islington
2759,8,Attempted to shoot a person,Wandsworth
2760,12,Found selling/uploading child pornography,Lambeth
2761,14,Conspired to rob a bank,Bexley
2762,49,Raped a co-worker,Waltham Forest
2763,48,Caught extorting money from shops in 3rd avenue,Croydon
2764,1,Aided a murderer,Merton
2765,33,Used car insurance funds for fraudulent purposes,Haringey
2766,57,Caught for inflating deductions/expenses,City of London
2767,53,Caught shoplifting on 3rd street,Hillingdon
2768,61,Caught manipulating employees of a company to transfer money to a bank account,Brent
2769,36,Shot a woman dead,Richmond upon Thames
2770,2,Assaulted a politition,Kingston upon Thames
2771,55,Caught stalking ex-boyfriend,Ealing
2772,44,Violated terms of proabtion by approaching victim/defendent,Hillingdon
2773,8,Attempted to rob a store,Camden
2774,12,Found with collection of child pornography,Brent
2775,40,Assassinated a man using a knife,Camden
2776,46,Caught drunk and urinating on the street,Bexley
2777,28,Harassed a fellow employee,City of London
2778,58,Caught involved in a lottery scam,Lewisham
2779,29,Committed hate crimes against another race,Merton
2780,18,Caught engaing in a fight,Bexley
2781,4,Broke into a store and stole valuables,Redbridge
2782,1,Aided a runaway,Hammersmith and Fulham
2783,8,Attempted to shoot a person,Bexley
2784,27,Used trust funds for fraudulent purposes,Westminster
2785,51,Bought shares under a fictitious names,Wandsworth
2786,3,Found trafficing 1 kg cocaine,Greenwich
2787,23,Caught driving a motor bike while drunk,Barking and Dagenham
2788,18,Caught engaing in a fight,Westminster
2789,41,Pushed a man down the stairs after argument,Brent
